country,year,age_group,mpr
mtq,1987,15_19,19.1585
mtq,1987,20_24,79.0742
mtq,1987,25_29,91.8438
mtq,1987,30_34,93.6257
mtq,1987,35_39,93.6919
mtq,1987,40_44,92.9048
mtq,1987,45_49,91.1541
mtq,1987,50_54,85.1755
mtq,1987,55_59,72.7325
mtq,1987,60_64,38.1582
mtq,1987,65,5.11619
mtq,1988,15_19,18.0924
mtq,1988,20_24,78.4943
mtq,1988,25_29,91.93
mtq,1988,30_34,93.6505
mtq,1988,35_39,93.6285
mtq,1988,40_44,93.1086
mtq,1988,45_49,91.5523
mtq,1988,50_54,85.4204
mtq,1988,55_59,72.391
mtq,1988,60_64,37.1952
mtq,1988,65,4.93831
mtq,1989,15_19,17.0731
mtq,1989,20_24,77.903
mtq,1989,25_29,92.0154
mtq,1989,30_34,93.6753
mtq,1989,35_39,93.5646
mtq,1989,40_44,93.307
mtq,1989,45_49,91.934
mtq,1989,50_54,85.6619
mtq,1989,55_59,72.0468
mtq,1989,60_64,36.2422
mtq,1989,65,4.76631
mtq,1990,15_19,16.1
mtq,1990,20_24,77.3
mtq,1990,25_29,92.1
mtq,1990,30_34,93.7
mtq,1990,35_39,93.5
mtq,1990,40_44,93.5
mtq,1990,45_49,92.3
mtq,1990,50_54,85.9
mtq,1990,55_59,71.7
mtq,1990,60_64,35.3
mtq,1990,65,4.6
mtq,1990,total_15,65.5717
mtq,1991,15_19,14.3353
mtq,1991,20_24,75.4333
mtq,1991,25_29,91.8343
mtq,1991,30_34,93.6054
mtq,1991,35_39,93.4566
mtq,1991,40_44,93.3662
mtq,1991,45_49,92.2147
mtq,1991,50_54,86.1104
mtq,1991,55_59,71.5032
mtq,1991,60_64,34.7495
mtq,1991,65,4.46313
mtq,1991,total_15,65.5564
mtq,1992,15_19,12.7346
mtq,1992,20_24,73.4659
mtq,1992,25_29,91.5604
mtq,1992,30_34,93.5095
mtq,1992,35_39,93.413
mtq,1992,40_44,93.2298
mtq,1992,45_49,92.1284
mtq,1992,50_54,86.3181
mtq,1992,55_59,71.3057
mtq,1992,60_64,34.203
mtq,1992,65,4.33015
mtq,1992,total_15,65.4826
mtq,1993,15_19,11.2891
mtq,1993,20_24,71.4006
mtq,1993,25_29,91.2783
mtq,1993,30_34,93.4123
mtq,1993,35_39,93.3691
mtq,1993,40_44,93.0908
mtq,1993,45_49,92.0413
mtq,1993,50_54,86.5233
mtq,1993,55_59,71.1073
mtq,1993,60_64,33.6607
mtq,1993,65,4.20095
mtq,1993,total_15,65.1753
mtq,1994,15_19,9.98897
mtq,1994,20_24,69.2418
mtq,1994,25_29,90.9876
mtq,1994,30_34,93.3137
mtq,1994,35_39,93.325
mtq,1994,40_44,92.9492
mtq,1994,45_49,91.9533
mtq,1994,50_54,86.7258
mtq,1994,55_59,70.9081
mtq,1994,60_64,33.1226
mtq,1994,65,4.07545
mtq,1994,total_15,64.5896
mtq,1995,15_19,8.82363
mtq,1995,20_24,66.9955
mtq,1995,25_29,90.6883
mtq,1995,30_34,93.2138
mtq,1995,35_39,93.2805
mtq,1995,40_44,92.8049
mtq,1995,45_49,91.8645
mtq,1995,50_54,86.9257
mtq,1995,55_59,70.7081
mtq,1995,60_64,32.589
mtq,1995,65,3.95354
mtq,1995,total_15,63.8197
mtq,1996,15_19,7.78249
mtq,1996,20_24,64.6688
mtq,1996,25_29,90.38
mtq,1996,30_34,93.1125
mtq,1996,35_39,93.2358
mtq,1996,40_44,92.6578
mtq,1996,45_49,91.7747
mtq,1996,50_54,87.1231
mtq,1996,55_59,70.5072
mtq,1996,60_64,32.0598
mtq,1996,65,3.83513
mtq,1996,total_15,63.7121
mtq,1997,15_19,6.85496
mtq,1997,20_24,62.2704
mtq,1997,25_29,90.0627
mtq,1997,30_34,93.0097
mtq,1997,35_39,93.1908
mtq,1997,40_44,92.508
mtq,1997,45_49,91.684
mtq,1997,50_54,87.3179
mtq,1997,55_59,70.3056
mtq,1997,60_64,31.5352
mtq,1997,65,3.72013
mtq,1997,total_15,63.5608
mtq,1998,15_19,6.03075
mtq,1998,20_24,59.8104
mtq,1998,25_29,89.7361
mtq,1998,30_34,92.9056
mtq,1998,35_39,93.1456
mtq,1998,40_44,92.3554
mtq,1998,45_49,91.5925
mtq,1998,50_54,87.5102
mtq,1998,55_59,70.1032
mtq,1998,60_64,31.0152
mtq,1998,65,3.60845
mtq,1998,total_15,63.2595
mtq,1999,15_19,5.3
mtq,1999,20_24,57.3
mtq,1999,25_29,89.4
mtq,1999,30_34,92.8
mtq,1999,35_39,93.1
mtq,1999,40_44,92.2
mtq,1999,45_49,91.5
mtq,1999,50_54,87.7
mtq,1999,55_59,69.9
mtq,1999,60_64,30.5
mtq,1999,65,3.5
mtq,1999,total_15,62.7824
mtq,2000,15_19,5.6072
mtq,2000,20_24,57.3038
mtq,2000,25_29,88.5459
mtq,2000,30_34,92.1415
mtq,2000,35_39,92.4136
mtq,2000,40_44,91.5866
mtq,2000,45_49,90.9975
mtq,2000,50_54,87.2188
mtq,2000,55_59,68.7266
mtq,2000,60_64,29.8921
mtq,2000,65,3.15238
mtq,2000,total_15,62.051
mtq,2001,15_19,5.93108
mtq,2001,20_24,57.3076
mtq,2001,25_29,87.6325
mtq,2001,30_34,91.4283
mtq,2001,35_39,91.6649
mtq,2001,40_44,90.9296
mtq,2001,45_49,90.4683
mtq,2001,50_54,86.7216
mtq,2001,55_59,67.5286
mtq,2001,60_64,29.2913
mtq,2001,65,2.83828
mtq,2001,total_15,61.319
mtq,2002,15_19,6.27244
mtq,2002,20_24,57.3114
mtq,2002,25_29,86.6573
mtq,2002,30_34,90.657
mtq,2002,35_39,90.8497
mtq,2002,40_44,90.2269
mtq,2002,45_49,89.9115
mtq,2002,50_54,86.2081
mtq,2002,55_59,66.3073
mtq,2002,60_64,28.6975
mtq,2002,65,2.55465
mtq,2002,total_15,60.4596
mtq,2003,15_19,6.63205
mtq,2003,20_24,57.3152
mtq,2003,25_29,85.6178
mtq,2003,30_34,89.8239
mtq,2003,35_39,89.9635
mtq,2003,40_44,89.476
mtq,2003,45_49,89.3259
mtq,2003,50_54,85.678
mtq,2003,55_59,65.0638
mtq,2003,60_64,28.111
mtq,2003,65,2.29869
mtq,2003,total_15,59.4674
mtq,2004,15_19,7.01074
mtq,2004,20_24,57.319
mtq,2004,25_29,84.5118
mtq,2004,30_34,88.9257
mtq,2004,35_39,89.0019
mtq,2004,40_44,88.6747
mtq,2004,45_49,88.7107
mtq,2004,50_54,85.1311
mtq,2004,55_59,63.7995
mtq,2004,60_64,27.5319
mtq,2004,65,2.06783
mtq,2004,total_15,58.3818
mtq,2005,15_19,7.40934
mtq,2005,20_24,57.3227
mtq,2005,25_29,83.3372
mtq,2005,30_34,87.9588
mtq,2005,35_39,87.9605
mtq,2005,40_44,87.8206
mtq,2005,45_49,88.0648
mtq,2005,50_54,84.5671
mtq,2005,55_59,62.5157
mtq,2005,60_64,26.9602
mtq,2005,65,1.85971
mtq,2005,total_15,57.2492
mtq,2006,15_19,7.82869
mtq,2006,20_24,57.3265
mtq,2006,25_29,82.0925
mtq,2006,30_34,86.92
mtq,2006,35_39,86.8351
mtq,2006,40_44,86.9117
mtq,2006,45_49,87.3871
mtq,2006,50_54,83.9856
mtq,2006,55_59,61.2141
mtq,2006,60_64,26.3961
mtq,2006,65,1.67219
mtq,2006,total_15,56.3512
mtq,2007,15_19,8.26965
mtq,2007,20_24,57.3303
mtq,2007,25_29,80.7762
mtq,2007,30_34,85.8059
mtq,2007,35_39,85.6216
mtq,2007,40_44,85.9458
mtq,2007,45_49,86.6768
mtq,2007,50_54,83.3866
mtq,2007,55_59,59.8963
mtq,2007,60_64,25.8396
mtq,2007,65,1.50328
mtq,2007,total_15,55.5476
mtq,2008,15_19,8.7331
mtq,2008,20_24,57.3341
mtq,2008,25_29,79.3875
mtq,2008,30_34,84.6138
mtq,2008,35_39,84.3165
mtq,2008,40_44,84.9209
mtq,2008,45_49,85.9329
mtq,2008,50_54,82.7698
mtq,2008,55_59,58.5641
mtq,2008,60_64,25.2908
mtq,2008,65,1.3512
mtq,2008,total_15,54.7868
mtq,2009,15_19,8.9126
mtq,2009,20_24,57.1396
mtq,2009,25_29,79.6885
mtq,2009,30_34,84.7626
mtq,2009,35_39,84.5401
mtq,2009,40_44,85.1775
mtq,2009,45_49,86.1052
mtq,2009,50_54,82.9557
mtq,2009,55_59,58.8504
mtq,2009,60_64,25.6332
mtq,2009,65,1.37278
mtq,2009,total_15,54.8071
mtq,2010,15_19,8.90065
mtq,2010,20_24,56.9451
mtq,2010,25_29,79.9896
mtq,2010,30_34,84.9115
mtq,2010,35_39,84.7638
mtq,2010,40_44,85.4341
mtq,2010,45_49,86.2774
mtq,2010,50_54,83.1415
mtq,2010,55_59,59.1367
mtq,2010,60_64,25.9757
mtq,2010,65,1.37134
mtq,2010,total_15,54.7709
mtq,2011,15_19,8.70058
mtq,2011,20_24,56.7506
mtq,2011,25_29,80.2906
mtq,2011,30_34,85.0603
mtq,2011,35_39,84.9874
mtq,2011,40_44,85.6907
mtq,2011,45_49,86.4497
mtq,2011,50_54,83.3273
mtq,2011,55_59,59.4231
mtq,2011,60_64,26.3181
mtq,2011,65,1.58421
mtq,2011,total_15,54.7736
mtq,2012,15_19,8.50052
mtq,2012,20_24,56.5561
mtq,2012,25_29,80.5917
mtq,2012,30_34,85.2092
mtq,2012,35_39,85.211
mtq,2012,40_44,85.9473
mtq,2012,45_49,86.6219
mtq,2012,50_54,83.5132
mtq,2012,55_59,59.7094
mtq,2012,60_64,26.6605
mtq,2012,65,1.79708
mtq,2012,total_15,54.7712
mtq,2013,15_19,8.30045
mtq,2013,20_24,56.3616
mtq,2013,25_29,80.8927
mtq,2013,30_34,85.3581
mtq,2013,35_39,85.4346
mtq,2013,40_44,86.2039
mtq,2013,45_49,86.7942
mtq,2013,50_54,83.699
mtq,2013,55_59,59.9957
mtq,2013,60_64,27.003
mtq,2013,65,2.00994
mtq,2013,total_15,54.7488
mtq,2014,15_19,8.10039
mtq,2014,20_24,56.1671
mtq,2014,25_29,81.1937
mtq,2014,30_34,85.5069
mtq,2014,35_39,85.6582
mtq,2014,40_44,86.4604
mtq,2014,45_49,86.9664
mtq,2014,50_54,83.8849
mtq,2014,55_59,60.282
mtq,2014,60_64,27.3454
mtq,2014,65,2.22281
mtq,2014,total_15,54.6976
mtq,2015,15_19,7.90032
mtq,2015,20_24,55.9725
mtq,2015,25_29,81.4948
mtq,2015,30_34,85.6557
mtq,2015,35_39,85.8819
mtq,2015,40_44,86.717
mtq,2015,45_49,87.1387
mtq,2015,50_54,84.0708
mtq,2015,55_59,60.5684
mtq,2015,60_64,27.6878
mtq,2015,65,2.43567
mtq,2015,total_15,54.6055
mtq,2016,15_19,7.70026
mtq,2016,20_24,55.778
mtq,2016,25_29,81.7958
mtq,2016,30_34,85.8046
mtq,2016,35_39,86.1055
mtq,2016,40_44,86.9736
mtq,2016,45_49,87.311
mtq,2016,50_54,84.2566
mtq,2016,55_59,60.8547
mtq,2016,60_64,28.0303
mtq,2016,65,2.64854
mtq,2016,total_15,54.5181
mtq,2017,15_19,7.50019
mtq,2017,20_24,55.5835
mtq,2017,25_29,82.0969
mtq,2017,30_34,85.9535
mtq,2017,35_39,86.3291
mtq,2017,40_44,87.2302
mtq,2017,45_49,87.4832
mtq,2017,50_54,84.4424
mtq,2017,55_59,61.141
mtq,2017,60_64,28.3727
mtq,2017,65,2.8614
mtq,2017,total_15,54.4053
mtq,2018,15_19,7.30013
mtq,2018,20_24,55.389
mtq,2018,25_29,82.3979
mtq,2018,30_34,86.1023
mtq,2018,35_39,86.5528
mtq,2018,40_44,87.4868
mtq,2018,45_49,87.6555
mtq,2018,50_54,84.6283
mtq,2018,55_59,61.4273
mtq,2018,60_64,28.7151
mtq,2018,65,3.07427
mtq,2018,total_15,54.257
mtq,2019,15_19,7.10006
mtq,2019,20_24,55.1945
mtq,2019,25_29,82.699
mtq,2019,30_34,86.2511
mtq,2019,35_39,86.7764
mtq,2019,40_44,87.7434
mtq,2019,45_49,87.8277
mtq,2019,50_54,84.8141
mtq,2019,55_59,61.7137
mtq,2019,60_64,29.0576
mtq,2019,65,3.28713
mtq,2019,total_15,54.0717
mtq,2020,15_19,6.9
mtq,2020,20_24,55
mtq,2020,25_29,83
mtq,2020,30_34,86.4
mtq,2020,35_39,87
mtq,2020,40_44,88
mtq,2020,45_49,88
mtq,2020,50_54,85
mtq,2020,55_59,62
mtq,2020,60_64,29.4
mtq,2020,65,3.5
mtq,2020,total_15,53.8469
mrt,1990,15_19,42.8536
mrt,1990,20_24,73.6633
mrt,1990,25_29,91.0037
mrt,1990,30_34,95.5895
mrt,1990,35_39,96.5695
mrt,1990,40_44,96.1851
mrt,1990,45_49,95.5487
mrt,1990,50_54,93.2945
mrt,1990,55_59,87.9015
mrt,1990,60_64,74.6416
mrt,1990,65,56.8766
mrt,1990,total_15,77.6825
mrt,1991,15_19,42.8314
mrt,1991,20_24,73.6252
mrt,1991,25_29,90.9567
mrt,1991,30_34,95.5401
mrt,1991,35_39,96.5196
mrt,1991,40_44,96.1352
mrt,1991,45_49,95.4988
mrt,1991,50_54,93.2458
mrt,1991,55_59,87.8556
mrt,1991,60_64,74.6026
mrt,1991,65,56.8469
mrt,1991,total_15,77.6658
mrt,1992,15_19,42.8075
mrt,1992,20_24,73.5841
mrt,1992,25_29,90.906
mrt,1992,30_34,95.4868
mrt,1992,35_39,96.4658
mrt,1992,40_44,96.0813
mrt,1992,45_49,95.4449
mrt,1992,50_54,93.1932
mrt,1992,55_59,87.806
mrt,1992,60_64,74.5605
mrt,1992,65,56.8148
mrt,1992,total_15,77.6532
mrt,1993,15_19,42.8196
mrt,1993,20_24,73.605
mrt,1993,25_29,90.9317
mrt,1993,30_34,95.5138
mrt,1993,35_39,96.4931
mrt,1993,40_44,96.1087
mrt,1993,45_49,95.4723
mrt,1993,50_54,93.2199
mrt,1993,55_59,87.8312
mrt,1993,60_64,74.5819
mrt,1993,65,56.831
mrt,1993,total_15,77.7146
mrt,1994,15_19,42.7412
mrt,1994,20_24,73.4701
mrt,1994,25_29,90.7651
mrt,1994,30_34,95.3388
mrt,1994,35_39,96.3163
mrt,1994,40_44,95.9318
mrt,1994,45_49,95.2954
mrt,1994,50_54,93.0472
mrt,1994,55_59,87.6685
mrt,1994,60_64,74.4437
mrt,1994,65,56.7258
mrt,1994,total_15,77.6222
mrt,1995,15_19,42.7877
mrt,1995,20_24,73.5501
mrt,1995,25_29,90.864
mrt,1995,30_34,95.4427
mrt,1995,35_39,96.4212
mrt,1995,40_44,96.0367
mrt,1995,45_49,95.4003
mrt,1995,50_54,93.1497
mrt,1995,55_59,87.765
mrt,1995,60_64,74.5257
mrt,1995,65,56.7882
mrt,1995,total_15,77.7698
mrt,1996,15_19,42.7951
mrt,1996,20_24,73.5628
mrt,1996,25_29,90.8796
mrt,1996,30_34,95.4591
mrt,1996,35_39,96.4378
mrt,1996,40_44,96.0534
mrt,1996,45_49,95.417
mrt,1996,50_54,93.1659
mrt,1996,55_59,87.7803
mrt,1996,60_64,74.5387
mrt,1996,65,56.7982
mrt,1996,total_15,77.8755
mrt,1997,15_19,42.7009
mrt,1997,20_24,73.4008
mrt,1997,25_29,90.6795
mrt,1997,30_34,95.2489
mrt,1997,35_39,96.2254
mrt,1997,40_44,95.841
mrt,1997,45_49,95.2046
mrt,1997,50_54,92.9586
mrt,1997,55_59,87.585
mrt,1997,60_64,74.3728
mrt,1997,65,56.6717
mrt,1997,total_15,77.8159
mrt,1998,15_19,42.6751
mrt,1998,20_24,73.3566
mrt,1998,25_29,90.6248
mrt,1998,30_34,95.1915
mrt,1998,35_39,96.1674
mrt,1998,40_44,95.783
mrt,1998,45_49,95.1466
mrt,1998,50_54,92.9019
mrt,1998,55_59,87.5316
mrt,1998,60_64,74.3275
mrt,1998,65,56.6372
mrt,1998,total_15,77.8955
mrt,1999,15_19,42.6874
mrt,1999,20_24,73.3777
mrt,1999,25_29,90.6509
mrt,1999,30_34,95.2189
mrt,1999,35_39,96.1951
mrt,1999,40_44,95.8107
mrt,1999,45_49,95.1743
mrt,1999,50_54,92.9289
mrt,1999,55_59,87.557
mrt,1999,60_64,74.3491
mrt,1999,65,56.6537
mrt,1999,total_15,78.052
mrt,2000,15_19,42.6487
mrt,2000,20_24,73.3112
mrt,2000,25_29,90.5687
mrt,2000,30_34,95.1326
mrt,2000,35_39,96.1079
mrt,2000,40_44,95.7235
mrt,2000,45_49,95.0871
mrt,2000,50_54,92.8438
mrt,2000,55_59,87.4768
mrt,2000,60_64,74.281
mrt,2000,65,56.6018
mrt,2000,total_15,78.1168
mrt,2001,15_19,42.6192
mrt,2001,20_24,73.2604
mrt,2001,25_29,90.506
mrt,2001,30_34,95.0666
mrt,2001,35_39,96.0413
mrt,2001,40_44,95.6569
mrt,2001,45_49,95.0205
mrt,2001,50_54,92.7788
mrt,2001,55_59,87.4155
mrt,2001,60_64,74.2289
mrt,2001,65,56.5621
mrt,2001,total_15,78.1839
mrt,2002,15_19,42.5686
mrt,2002,20_24,73.1736
mrt,2002,25_29,90.3987
mrt,2002,30_34,94.954
mrt,2002,35_39,95.9275
mrt,2002,40_44,95.5431
mrt,2002,45_49,94.9066
mrt,2002,50_54,92.6676
mrt,2002,55_59,87.3108
mrt,2002,60_64,74.14
mrt,2002,65,56.4944
mrt,2002,total_15,78.2205
mrt,2003,15_19,42.5667
mrt,2003,20_24,73.1702
mrt,2003,25_29,90.3946
mrt,2003,30_34,94.9497
mrt,2003,35_39,95.9231
mrt,2003,40_44,95.5387
mrt,2003,45_49,94.9023
mrt,2003,50_54,92.6634
mrt,2003,55_59,87.3068
mrt,2003,60_64,74.1366
mrt,2003,65,56.4918
mrt,2003,total_15,78.3536
mrt,2004,15_19,42.5615
mrt,2004,20_24,73.1612
mrt,2004,25_29,90.3834
mrt,2004,30_34,94.9379
mrt,2004,35_39,95.9113
mrt,2004,40_44,95.5268
mrt,2004,45_49,94.8904
mrt,2004,50_54,92.6518
mrt,2004,55_59,87.2959
mrt,2004,60_64,74.1274
mrt,2004,65,56.4847
mrt,2004,total_15,78.4867
mrt,2005,15_19,42.5608
mrt,2005,20_24,73.1601
mrt,2005,25_29,90.3821
mrt,2005,30_34,94.9365
mrt,2005,35_39,95.9099
mrt,2005,40_44,95.5254
mrt,2005,45_49,94.889
mrt,2005,50_54,92.6504
mrt,2005,55_59,87.2946
mrt,2005,60_64,74.1263
mrt,2005,65,56.4839
mrt,2005,total_15,78.6321
mrt,2006,15_19,42.6978
mrt,2006,20_24,73.3956
mrt,2006,25_29,90.673
mrt,2006,30_34,95.2421
mrt,2006,35_39,96.2185
mrt,2006,40_44,95.8341
mrt,2006,45_49,95.1977
mrt,2006,50_54,92.9518
mrt,2006,55_59,87.5786
mrt,2006,60_64,74.3674
mrt,2006,65,56.6676
mrt,2006,total_15,78.9976
mrt,2007,15_19,42.5789
mrt,2007,20_24,73.1911
mrt,2007,25_29,90.4204
mrt,2007,30_34,94.9767
mrt,2007,35_39,95.9505
mrt,2007,40_44,95.566
mrt,2007,45_49,94.9296
mrt,2007,50_54,92.6901
mrt,2007,55_59,87.332
mrt,2007,60_64,74.158
mrt,2007,65,56.508
mrt,2007,total_15,78.8869
mrt,2008,15_19,42.5642
mrt,2008,20_24,73.1659
mrt,2008,25_29,90.3893
mrt,2008,30_34,94.9441
mrt,2008,35_39,95.9175
mrt,2008,40_44,95.5331
mrt,2008,45_49,94.8966
mrt,2008,50_54,92.6578
mrt,2008,55_59,87.3016
mrt,2008,60_64,74.1322
mrt,2008,65,56.4884
mrt,2008,total_15,78.9687
mrt,2009,15_19,42.4976
mrt,2009,20_24,73.0513
mrt,2009,25_29,90.2477
mrt,2009,30_34,94.7954
mrt,2009,35_39,95.7673
mrt,2009,40_44,95.3829
mrt,2009,45_49,94.7464
mrt,2009,50_54,92.5112
mrt,2009,55_59,87.1635
mrt,2009,60_64,74.0149
mrt,2009,65,56.399
mrt,2009,total_15,78.9535
mrt,2010,15_19,42.4961
mrt,2010,20_24,73.0489
mrt,2010,25_29,90.2447
mrt,2010,30_34,94.7922
mrt,2010,35_39,95.7641
mrt,2010,40_44,95.3796
mrt,2010,45_49,94.7432
mrt,2010,50_54,92.5081
mrt,2010,55_59,87.1605
mrt,2010,60_64,74.0124
mrt,2010,65,56.3971
mrt,2010,total_15,79.0593
mrt,2011,15_19,42.5022
mrt,2011,20_24,73.0594
mrt,2011,25_29,90.2577
mrt,2011,30_34,94.8058
mrt,2011,35_39,95.7778
mrt,2011,40_44,95.3934
mrt,2011,45_49,94.757
mrt,2011,50_54,92.5215
mrt,2011,55_59,87.1732
mrt,2011,60_64,74.0231
mrt,2011,65,56.4053
mrt,2011,total_15,79.1555
mrt,2012,15_19,42.5167
mrt,2012,20_24,73.0843
mrt,2012,25_29,90.2884
mrt,2012,30_34,94.8381
mrt,2012,35_39,95.8105
mrt,2012,40_44,95.426
mrt,2012,45_49,94.7896
mrt,2012,50_54,92.5534
mrt,2012,55_59,87.2032
mrt,2012,60_64,74.0486
mrt,2012,65,56.4247
mrt,2012,total_15,79.2617
mrt,2013,15_19,42.5375
mrt,2013,20_24,73.12
mrt,2013,25_29,90.3325
mrt,2013,30_34,94.8844
mrt,2013,35_39,95.8572
mrt,2013,40_44,95.4728
mrt,2013,45_49,94.8364
mrt,2013,50_54,92.599
mrt,2013,55_59,87.2462
mrt,2013,60_64,74.0851
mrt,2013,65,56.4526
mrt,2013,total_15,79.3714
mrt,2014,15_19,42.551
mrt,2014,20_24,73.1432
mrt,2014,25_29,90.3612
mrt,2014,30_34,94.9146
mrt,2014,35_39,95.8877
mrt,2014,40_44,95.5033
mrt,2014,45_49,94.8669
mrt,2014,50_54,92.6288
mrt,2014,55_59,87.2743
mrt,2014,60_64,74.109
mrt,2014,65,56.4707
mrt,2014,total_15,79.4569
mrt,2015,15_19,42.5632
mrt,2015,20_24,73.1642
mrt,2015,25_29,90.3871
mrt,2015,30_34,94.9418
mrt,2015,35_39,95.9152
mrt,2015,40_44,95.5308
mrt,2015,45_49,94.8944
mrt,2015,50_54,92.6556
mrt,2015,55_59,87.2995
mrt,2015,60_64,74.1304
mrt,2015,65,56.4871
mrt,2015,total_15,79.5285
mrt,2016,15_19,42.5737
mrt,2016,20_24,73.1822
mrt,2016,25_29,90.4094
mrt,2016,30_34,94.9652
mrt,2016,35_39,95.9388
mrt,2016,40_44,95.5544
mrt,2016,45_49,94.918
mrt,2016,50_54,92.6787
mrt,2016,55_59,87.3213
mrt,2016,60_64,74.1489
mrt,2016,65,56.5011
mrt,2016,total_15,79.5871
mrt,2017,15_19,42.5827
mrt,2017,20_24,73.1977
mrt,2017,25_29,90.4286
mrt,2017,30_34,94.9853
mrt,2017,35_39,95.9592
mrt,2017,40_44,95.5747
mrt,2017,45_49,94.9383
mrt,2017,50_54,92.6986
mrt,2017,55_59,87.34
mrt,2017,60_64,74.1648
mrt,2017,65,56.5132
mrt,2017,total_15,79.6352
mrt,2018,15_19,42.5906
mrt,2018,20_24,73.2112
mrt,2018,25_29,90.4452
mrt,2018,30_34,95.0028
mrt,2018,35_39,95.9768
mrt,2018,40_44,95.5924
mrt,2018,45_49,94.956
mrt,2018,50_54,92.7158
mrt,2018,55_59,87.3562
mrt,2018,60_64,74.1786
mrt,2018,65,56.5237
mrt,2018,total_15,79.6743
mrt,2019,15_19,42.5975
mrt,2019,20_24,73.2232
mrt,2019,25_29,90.4601
mrt,2019,30_34,95.0184
mrt,2019,35_39,95.9926
mrt,2019,40_44,95.6082
mrt,2019,45_49,94.9718
mrt,2019,50_54,92.7312
mrt,2019,55_59,87.3708
mrt,2019,60_64,74.1909
mrt,2019,65,56.5331
mrt,2019,total_15,79.7083
mrt,2020,15_19,42.604
mrt,2020,20_24,73.2343
mrt,2020,25_29,90.4738
mrt,2020,30_34,95.0328
mrt,2020,35_39,96.0072
mrt,2020,40_44,95.6227
mrt,2020,45_49,94.9863
mrt,2020,50_54,92.7454
mrt,2020,55_59,87.3842
mrt,2020,60_64,74.2023
mrt,2020,65,56.5418
mrt,2020,total_15,79.74
mus,1990,15_19,47.8086
mus,1990,20_24,90.7422
mus,1990,25_29,96.2602
mus,1990,30_34,96.3415
mus,1990,35_39,96.7256
mus,1990,40_44,96.3133
mus,1990,45_49,95.5637
mus,1990,50_54,92.2646
mus,1990,55_59,83.5014
mus,1990,60_64,37.2106
mus,1990,65,19.6497
mus,1990,total_15,82.058
mus,1991,15_19,47.0424
mus,1991,20_24,90.5584
mus,1991,25_29,96.2458
mus,1991,30_34,96.3695
mus,1991,35_39,96.7379
mus,1991,40_44,96.2885
mus,1991,45_49,95.5683
mus,1991,50_54,92.2846
mus,1991,55_59,83.5305
mus,1991,60_64,37.1543
mus,1991,65,19.4128
mus,1991,total_15,81.9656
mus,1992,15_19,46.2102
mus,1992,20_24,90.3556
mus,1992,25_29,96.2556
mus,1992,30_34,96.4418
mus,1992,35_39,96.7781
mus,1992,40_44,96.2875
mus,1992,45_49,95.6004
mus,1992,50_54,92.3795
mus,1992,55_59,83.6703
mus,1992,60_64,37.2406
mus,1992,65,19.1976
mus,1992,total_15,81.7702
mus,1993,15_19,45.3757
mus,1993,20_24,90.1488
mus,1993,25_29,96.2336
mus,1993,30_34,96.4618
mus,1993,35_39,96.7851
mus,1993,40_44,96.2536
mus,1993,45_49,95.599
mus,1993,50_54,92.3838
mus,1993,55_59,83.6764
mus,1993,60_64,37.1433
mus,1993,65,18.9315
mus,1993,total_15,81.4789
mus,1994,15_19,44.6231
mus,1994,20_24,89.9592
mus,1994,25_29,96.2018
mus,1994,30_34,96.4609
mus,1994,35_39,96.7792
mus,1994,40_44,96.2104
mus,1994,45_49,95.5853
mus,1994,50_54,92.3542
mus,1994,55_59,83.6325
mus,1994,60_64,36.9875
mus,1994,65,18.6739
mus,1994,total_15,81.2373
mus,1995,15_19,44
mus,1995,20_24,89.8
mus,1995,25_29,96.2
mus,1995,30_34,96.5
mus,1995,35_39,96.8
mus,1995,40_44,96.2
mus,1995,45_49,95.6
mus,1995,50_54,92.4
mus,1995,55_59,83.7
mus,1995,60_64,37
mus,1995,65,18.5
mus,1995,total_15,81.163
mus,1996,15_19,42.7734
mus,1996,20_24,89.224
mus,1996,25_29,96.2
mus,1996,30_34,96.69
mus,1996,35_39,96.8703
mus,1996,40_44,96.307
mus,1996,45_49,95.7059
mus,1996,50_54,92.4508
mus,1996,55_59,83.7167
mus,1996,60_64,36.6803
mus,1996,65,18.4497
mus,1996,total_15,80.9578
mus,1997,15_19,41.5556
mus,1997,20_24,88.6197
mus,1997,25_29,96.2
mus,1997,30_34,96.8701
mus,1997,35_39,96.9391
mus,1997,40_44,96.4111
mus,1997,45_49,95.8094
mus,1997,50_54,92.5012
mus,1997,55_59,83.7334
mus,1997,60_64,36.3618
mus,1997,65,18.3996
mus,1997,total_15,80.8758
mus,1998,15_19,40.348
mus,1998,20_24,87.986
mus,1998,25_29,96.2
mus,1998,30_34,97.0407
mus,1998,35_39,97.0065
mus,1998,40_44,96.5124
mus,1998,45_49,95.9105
mus,1998,50_54,92.5514
mus,1998,55_59,83.7501
mus,1998,60_64,36.0445
mus,1998,65,18.3495
mus,1998,total_15,80.872
mus,1999,15_19,39.1521
mus,1999,20_24,87.3221
mus,1999,25_29,96.2
mus,1999,30_34,97.2022
mus,1999,35_39,97.0724
mus,1999,40_44,96.611
mus,1999,45_49,96.0093
mus,1999,50_54,92.6012
mus,1999,55_59,83.7667
mus,1999,60_64,35.7285
mus,1999,65,18.2996
mus,1999,total_15,80.8475
mus,2000,15_19,37.969
mus,2000,20_24,86.627
mus,2000,25_29,96.2
