country,year,age_group,mflf
mac,1999,45_49,24.557560
mac,1999,50_54,16.520120
mac,1999,55_59,6.610528
mac,1999,60_64,3.487661
mac,1999,65,3.059858
mac,1999,total_15,212.654100
mac,2000,15_19,5.039421
mac,2000,20_24,22.209160
mac,2000,25_29,27.709910
mac,2000,30_34,30.888260
mac,2000,35_39,35.276360
mac,2000,40_44,37.778760
mac,2000,45_49,26.207790
mac,2000,50_54,18.222210
mac,2000,55_59,7.242321
mac,2000,60_64,3.569152
mac,2000,65,2.523863
mac,2000,total_15,216.667200
mac,2001,15_19,5.917882
mac,2001,20_24,23.886300
mac,2001,25_29,28.697460
mac,2001,30_34,32.065850
mac,2001,35_39,34.746060
mac,2001,40_44,38.913040
mac,2001,45_49,28.869910
mac,2001,50_54,19.745340
mac,2001,55_59,8.769972
mac,2001,60_64,3.815630
mac,2001,65,4.131056
mac,2001,total_15,229.558500
mac,2002,15_19,5.472537
mac,2002,20_24,22.228490
mac,2002,25_29,28.100640
mac,2002,30_34,32.204380
mac,2002,35_39,35.294580
mac,2002,40_44,38.950610
mac,2002,45_49,30.480290
mac,2002,50_54,20.291100
mac,2002,55_59,10.623990
mac,2002,60_64,4.407810
mac,2002,65,3.311695
mac,2002,total_15,231.366100
mac,2003,15_19,4.561299
mac,2003,20_24,22.228010
mac,2003,25_29,28.209540
mac,2003,30_34,32.690730
mac,2003,35_39,35.097020
mac,2003,40_44,38.223340
mac,2003,45_49,33.529350
mac,2003,50_54,21.559010
mac,2003,55_59,12.747810
mac,2003,60_64,4.120730
mac,2003,65,2.898035
mac,2003,total_15,235.864900
mac,2004,15_19,5.329792
mac,2004,20_24,23.215820
mac,2004,25_29,29.005030
mac,2004,30_34,33.219690
mac,2004,35_39,36.608020
mac,2004,40_44,38.999780
mac,2004,45_49,37.335580
mac,2004,50_54,22.599130
mac,2004,55_59,14.604330
mac,2004,60_64,5.162163
mac,2004,65,3.555160
mac,2004,total_15,249.634500
mac,2005,15_19,5.530078
mac,2005,20_24,26.380800
mac,2005,25_29,29.837010
mac,2005,30_34,34.814930
mac,2005,35_39,38.795180
mac,2005,40_44,39.675340
mac,2005,45_49,39.578760
mac,2005,50_54,24.728530
mac,2005,55_59,16.015460
mac,2005,60_64,5.677833
mac,2005,65,3.321066
mac,2005,total_15,264.355000
mac,2006,15_19,5.868834
mac,2006,20_24,28.380100
mac,2006,25_29,32.364290
mac,2006,30_34,35.838060
mac,2006,35_39,41.124810
mac,2006,40_44,41.184470
mac,2006,45_49,41.399090
mac,2006,50_54,27.700070
mac,2006,55_59,17.580840
mac,2006,60_64,6.976403
mac,2006,65,3.606495
mac,2006,total_15,282.023500
mac,2007,15_19,7.096627
mac,2007,20_24,31.785780
mac,2007,25_29,34.877870
mac,2007,30_34,37.883970
mac,2007,35_39,42.507880
mac,2007,40_44,43.147870
mac,2007,45_49,43.312580
mac,2007,50_54,30.726250
mac,2007,55_59,19.302290
mac,2007,60_64,8.092319
mac,2007,65,3.624698
mac,2007,total_15,302.358100
mac,2008,15_19,5.826932
mac,2008,20_24,34.250180
mac,2008,25_29,37.545650
mac,2008,30_34,39.539290
mac,2008,35_39,44.448130
mac,2008,40_44,44.847420
mac,2008,45_49,42.616000
mac,2008,50_54,34.378870
mac,2008,55_59,19.594840
mac,2008,60_64,9.856436
mac,2008,65,3.786701
mac,2008,total_15,316.690500
mac,2009,15_19,5.568281
mac,2009,20_24,34.577350
mac,2009,25_29,39.076170
mac,2009,30_34,40.793570
mac,2009,35_39,45.877160
mac,2009,40_44,45.600640
mac,2009,45_49,43.296630
mac,2009,50_54,36.316750
mac,2009,55_59,20.501940
mac,2009,60_64,10.423290
mac,2009,65,4.003124
mac,2009,total_15,326.034900
mac,2010,15_19,5.275469
mac,2010,20_24,35.014150
mac,2010,25_29,40.383980
mac,2010,30_34,42.078250
mac,2010,35_39,47.124590
mac,2010,40_44,46.688820
mac,2010,45_49,44.004870
mac,2010,50_54,38.401880
mac,2010,55_59,22.161270
mac,2010,60_64,11.557510
mac,2010,65,4.379105
mac,2010,total_15,337.069900
mac,2011,15_19,4.969067
mac,2011,20_24,34.833200
mac,2011,25_29,42.707190
mac,2011,30_34,43.198630
mac,2011,35_39,47.371760
mac,2011,40_44,47.479660
mac,2011,45_49,44.465520
mac,2011,50_54,39.901630
mac,2011,55_59,24.347780
mac,2011,60_64,12.507960
mac,2011,65,4.833158
mac,2011,total_15,346.615600
mac,2012,15_19,4.641196
mac,2012,20_24,34.114920
mac,2012,25_29,44.915600
mac,2012,30_34,44.598550
mac,2012,35_39,47.699910
mac,2012,40_44,48.316980
mac,2012,45_49,45.177880
mac,2012,50_54,40.657820
mac,2012,55_59,27.116100
mac,2012,60_64,13.236390
mac,2012,65,5.379559
mac,2012,total_15,355.854900
mac,2013,15_19,4.304102
mac,2013,20_24,33.073280
mac,2013,25_29,46.595250
mac,2013,30_34,46.215250
mac,2013,35_39,48.269200
mac,2013,40_44,49.102430
mac,2013,45_49,46.147620
mac,2013,50_54,40.886570
mac,2013,55_59,30.134440
mac,2013,60_64,13.903310
mac,2013,65,6.003057
mac,2013,total_15,364.634500
mac,2014,15_19,3.975180
mac,2014,20_24,31.858940
mac,2014,25_29,47.448260
mac,2014,30_34,47.925430
mac,2014,35_39,49.192330
mac,2014,40_44,49.813490
mac,2014,45_49,47.241470
mac,2014,50_54,41.031070
mac,2014,55_59,32.843750
mac,2014,60_64,14.793990
mac,2014,65,6.673046
mac,2014,total_15,372.797000
mac,2015,15_19,3.667558
mac,2015,20_24,30.497220
mac,2015,25_29,47.496250
mac,2015,30_34,49.542310
mac,2015,35_39,50.449010
mac,2015,40_44,50.542720
mac,2015,45_49,48.322620
mac,2015,50_54,41.441100
mac,2015,55_59,34.881860
mac,2015,60_64,16.084210
mac,2015,65,7.372467
mac,2015,total_15,380.297300
mac,2016,15_19,3.407182
mac,2016,20_24,28.939850
mac,2016,25_29,47.960320
mac,2016,30_34,51.026890
mac,2016,35_39,51.195640
mac,2016,40_44,51.083370
mac,2016,45_49,49.040810
mac,2016,50_54,42.171810
mac,2016,55_59,36.382800
mac,2016,60_64,17.765930
mac,2016,65,8.098941
mac,2016,total_15,387.073500
mac,2017,15_19,3.172805
mac,2017,20_24,27.176220
mac,2017,25_29,47.703240
mac,2017,30_34,52.596580
mac,2017,35_39,52.218850
mac,2017,40_44,51.578480
mac,2017,45_49,49.738010
mac,2017,50_54,43.064880
mac,2017,55_59,37.211310
mac,2017,60_64,19.879750
mac,2017,65,8.848402
mac,2017,total_15,393.188500
mac,2018,15_19,2.973495
mac,2018,20_24,25.414470
mac,2018,25_29,46.643490
mac,2018,30_34,54.046750
mac,2018,35_39,53.568050
mac,2018,40_44,52.057740
mac,2018,45_49,50.477010
mac,2018,50_54,44.039360
mac,2018,55_59,37.602940
mac,2018,60_64,22.189050
mac,2018,65,9.655309
mac,2018,total_15,398.667600
mac,2019,15_19,2.823218
mac,2019,20_24,23.784300
mac,2019,25_29,44.928600
mac,2019,30_34,55.097450
mac,2019,35_39,55.184280
mac,2019,40_44,52.672520
mac,2019,45_49,51.271600
mac,2019,50_54,44.980860
mac,2019,55_59,37.971910
mac,2019,60_64,24.292410
mac,2019,65,10.576390
mac,2019,total_15,403.583500
mac,2020,15_19,2.727370
mac,2020,20_24,22.299040
mac,2020,25_29,42.854470
mac,2020,30_34,55.488430
mac,2020,35_39,56.930540
mac,2020,40_44,53.591290
mac,2020,45_49,52.087370
mac,2020,50_54,45.862240
mac,2020,55_59,38.578950
mac,2020,60_64,25.933120
mac,2020,65,11.646320
mac,2020,total_15,407.999100
mdg,1990,15_19,787.950000
mdg,1990,20_24,872.395200
mdg,1990,25_29,792.067400
mdg,1990,30_34,672.086700
mdg,1990,35_39,547.648600
mdg,1990,40_44,394.568400
mdg,1990,45_49,323.739600
mdg,1990,50_54,295.652800
mdg,1990,55_59,256.081400
mdg,1990,60_64,198.872500
mdg,1990,65,232.248700
mdg,1990,total_15,5373.311000
mdg,1991,15_19,809.668200
mdg,1991,20_24,898.947900
mdg,1991,25_29,813.818100
mdg,1991,30_34,690.467100
mdg,1991,35_39,569.783400
mdg,1991,40_44,416.574100
mdg,1991,45_49,329.300500
mdg,1991,50_54,297.447400
mdg,1991,55_59,258.958400
mdg,1991,60_64,203.202800
mdg,1991,65,239.301300
mdg,1991,total_15,5527.469000
mdg,1992,15_19,835.575700
mdg,1992,20_24,930.271200
mdg,1992,25_29,838.543600
mdg,1992,30_34,711.835600
mdg,1992,35_39,589.525800
mdg,1992,40_44,444.399600
mdg,1992,45_49,335.827400
mdg,1992,50_54,300.463500
mdg,1992,55_59,262.233100
mdg,1992,60_64,208.709500
mdg,1992,65,245.681200
mdg,1992,total_15,5703.066000
mdg,1993,15_19,862.746900
mdg,1993,20_24,964.973000
mdg,1993,25_29,865.993400
mdg,1993,30_34,735.551100
mdg,1993,35_39,608.232400
mdg,1993,40_44,475.685300
mdg,1993,45_49,344.908600
mdg,1993,50_54,304.643600
mdg,1993,55_59,265.756500
mdg,1993,60_64,214.916300
mdg,1993,65,252.229700
mdg,1993,total_15,5895.637000
mdg,1994,15_19,886.671400
mdg,1994,20_24,1000.994000
mdg,1994,25_29,895.537400
mdg,1994,30_34,760.094500
mdg,1994,35_39,627.270100
mdg,1994,40_44,506.081400
mdg,1994,45_49,358.197300
mdg,1994,50_54,309.656700
mdg,1994,55_59,269.281500
mdg,1994,60_64,220.973800
mdg,1994,65,259.208300
mdg,1994,total_15,6093.967000
mdg,1995,15_19,905.252200
mdg,1995,20_24,1037.202000
mdg,1995,25_29,926.785600
mdg,1995,30_34,784.478100
mdg,1995,35_39,646.929200
mdg,1995,40_44,532.447400
mdg,1995,45_49,376.026100
mdg,1995,50_54,315.344500
mdg,1995,55_59,272.760800
mdg,1995,60_64,226.317400
mdg,1995,65,265.975500
mdg,1995,total_15,6289.519000
mdg,1996,15_19,918.134600
mdg,1996,20_24,1073.111000
mdg,1996,25_29,959.359400
mdg,1996,30_34,808.852800
mdg,1996,35_39,666.843000
mdg,1996,40_44,555.135700
mdg,1996,45_49,397.852700
mdg,1996,50_54,321.216200
mdg,1996,55_59,275.594900
mdg,1996,60_64,230.035700
mdg,1996,65,275.587000
mdg,1996,total_15,6481.723000
mdg,1997,15_19,925.434900
mdg,1997,20_24,1110.780000
mdg,1997,25_29,993.260600
mdg,1997,30_34,833.470100
mdg,1997,35_39,687.342500
mdg,1997,40_44,574.260900
mdg,1997,45_49,424.341700
mdg,1997,50_54,327.629800
mdg,1997,55_59,278.856700
mdg,1997,60_64,233.428000
mdg,1997,65,284.883600
mdg,1997,total_15,6673.688000
mdg,1998,15_19,931.704100
mdg,1998,20_24,1147.169000
mdg,1998,25_29,1028.469000
mdg,1998,30_34,859.161300
mdg,1998,35_39,708.710600
mdg,1998,40_44,591.298000
mdg,1998,45_49,453.327500
mdg,1998,50_54,336.014200
mdg,1998,55_59,282.700400
mdg,1998,60_64,236.701600
mdg,1998,65,293.952700
mdg,1998,total_15,6869.209000
mdg,1999,15_19,944.806800
mdg,1999,20_24,1178.140000
mdg,1999,25_29,1065.378000
mdg,1999,30_34,887.402700
mdg,1999,35_39,731.164100
mdg,1999,40_44,608.726600
mdg,1999,45_49,481.459600
mdg,1999,50_54,348.564500
mdg,1999,55_59,287.416500
mdg,1999,60_64,240.163400
mdg,1999,65,302.640000
mdg,1999,total_15,7075.862000
mdg,2000,15_19,969.396200
mdg,2000,20_24,1201.576000
mdg,2000,25_29,1104.018000
mdg,2000,30_34,918.987600
mdg,2000,35_39,754.957200
mdg,2000,40_44,628.159500
mdg,2000,45_49,506.824100
mdg,2000,50_54,366.425100
mdg,2000,55_59,293.269400
mdg,2000,60_64,243.992400
mdg,2000,65,310.993100
mdg,2000,total_15,7298.598000
mdg,2001,15_19,1001.393000
mdg,2001,20_24,1214.946000
mdg,2001,25_29,1142.439000
mdg,2001,30_34,951.676400
mdg,2001,35_39,778.390400
mdg,2001,40_44,647.674100
mdg,2001,45_49,528.232800
mdg,2001,50_54,387.924500
mdg,2001,55_59,298.928500
mdg,2001,60_64,246.656100
mdg,2001,65,320.479200
mdg,2001,total_15,7518.740000
mdg,2002,15_19,1044.970000
mdg,2002,20_24,1220.678000
mdg,2002,25_29,1185.834000
mdg,2002,30_34,989.107400
mdg,2002,35_39,807.205600
mdg,2002,40_44,672.151700
mdg,2002,45_49,550.752200
mdg,2002,50_54,415.723000
mdg,2002,55_59,305.805500
mdg,2002,60_64,250.677400
mdg,2002,65,334.189800
mdg,2002,total_15,7777.095000
mdg,2003,15_19,1095.956000
mdg,2003,20_24,1225.560000
mdg,2003,25_29,1227.459000
mdg,2003,30_34,1027.264000
mdg,2003,35_39,834.063100
mdg,2003,40_44,694.982400
mdg,2003,45_49,568.423100
mdg,2003,50_54,445.582800
mdg,2003,55_59,314.593800
mdg,2003,60_64,254.927800
mdg,2003,65,342.572900
mdg,2003,total_15,8031.385000
mdg,2004,15_19,1147.393000
mdg,2004,20_24,1240.156000
mdg,2004,25_29,1263.239000
mdg,2004,30_34,1067.278000
mdg,2004,35_39,864.088600
mdg,2004,40_44,719.413700
mdg,2004,45_49,587.220500
mdg,2004,50_54,474.845300
mdg,2004,55_59,327.341200
mdg,2004,60_64,260.125600
mdg,2004,65,351.504500
mdg,2004,total_15,8302.606000
mdg,2005,15_19,1194.996000
mdg,2005,20_24,1271.060000
mdg,2005,25_29,1289.953000
mdg,2005,30_34,1108.059000
mdg,2005,35_39,896.812700
mdg,2005,40_44,744.617900
mdg,2005,45_49,607.612200
mdg,2005,50_54,501.084000
mdg,2005,55_59,344.954700
mdg,2005,60_64,266.265200
mdg,2005,65,360.162200
mdg,2005,total_15,8585.577000
mdg,2006,15_19,1240.320000
mdg,2006,20_24,1314.642000
mdg,2006,25_29,1307.520000
mdg,2006,30_34,1149.273000
mdg,2006,35_39,931.445900
mdg,2006,40_44,770.199300
mdg,2006,45_49,628.575300
mdg,2006,50_54,523.413000
mdg,2006,55_59,365.893400
mdg,2006,60_64,271.949100
mdg,2006,65,369.947200
mdg,2006,total_15,8873.177000
mdg,2007,15_19,1282.984000
mdg,2007,20_24,1373.662000
mdg,2007,25_29,1315.125000
mdg,2007,30_34,1192.431000
mdg,2007,35_39,967.911900
mdg,2007,40_44,796.451700
mdg,2007,45_49,650.691700
mdg,2007,50_54,542.948100
mdg,2007,55_59,391.576600
mdg,2007,60_64,278.281600
mdg,2007,65,379.487400
mdg,2007,total_15,9171.550000
mdg,2008,15_19,1324.057000
mdg,2008,20_24,1443.091000
mdg,2008,25_29,1320.689000
mdg,2008,30_34,1234.183000
mdg,2008,35_39,1006.012000
mdg,2008,40_44,823.952900
mdg,2008,45_49,673.935800
mdg,2008,50_54,560.868000
mdg,2008,55_59,419.757700
mdg,2008,60_64,286.523700
mdg,2008,65,388.936300
mdg,2008,total_15,9482.006000
mdg,2009,15_19,1365.687000
mdg,2009,20_24,1514.605000
mdg,2009,25_29,1336.584000
mdg,2009,30_34,1269.461000
mdg,2009,35_39,1045.494000
mdg,2009,40_44,853.653700
mdg,2009,45_49,698.139200
mdg,2009,50_54,579.166600
mdg,2009,55_59,447.129300
mdg,2009,60_64,298.554500
mdg,2009,65,398.462800
mdg,2009,total_15,9806.937000
mdg,2010,15_19,1408.876000
mdg,2010,20_24,1582.901000
mdg,2010,25_29,1370.227000
mdg,2010,30_34,1295.632000
mdg,2010,35_39,1085.865000
mdg,2010,40_44,886.022500
mdg,2010,45_49,723.182700
mdg,2010,50_54,599.018200
mdg,2010,55_59,471.726200
mdg,2010,60_64,315.294300
mdg,2010,65,408.270300
mdg,2010,total_15,10147.020000
mdg,2011,15_19,1451.378000
mdg,2011,20_24,1647.685000
mdg,2011,25_29,1419.698000
mdg,2011,30_34,1312.847000
mdg,2011,35_39,1126.623000
mdg,2011,40_44,919.862200
mdg,2011,45_49,747.949100
mdg,2011,50_54,618.707600
mdg,2011,55_59,492.385100
mdg,2011,60_64,334.457600
mdg,2011,65,418.418200
mdg,2011,total_15,10490.010000
mdg,2012,15_19,1494.779000
mdg,2012,20_24,1709.571000
mdg,2012,25_29,1486.373000
mdg,2012,30_34,1320.505000
mdg,2012,35_39,1169.770000
mdg,2012,40_44,955.840900
mdg,2012,45_49,773.709800
mdg,2012,50_54,639.741900
mdg,2012,55_59,510.759000
mdg,2012,60_64,358.247300
mdg,2012,65,428.572500
mdg,2012,total_15,10847.870000
mdg,2013,15_19,1537.649000
mdg,2013,20_24,1769.793000
mdg,2013,25_29,1564.767000
mdg,2013,30_34,1326.426000
mdg,2013,35_39,1211.933000
mdg,2013,40_44,993.631000
mdg,2013,45_49,801.012600
mdg,2013,50_54,662.011100
mdg,2013,55_59,527.886400
mdg,2013,60_64,384.598000
mdg,2013,65,439.628100
mdg,2013,total_15,11219.330000
mdg,2014,15_19,1577.654000
mdg,2014,20_24,1830.929000
mdg,2014,25_29,1645.574000
mdg,2014,30_34,1342.704000
mdg,2014,35_39,1247.829000
mdg,2014,40_44,1032.770000
mdg,2014,45_49,830.606900
mdg,2014,50_54,685.214800
mdg,2014,55_59,545.475600
mdg,2014,60_64,410.402300
mdg,2014,65,452.775500
mdg,2014,total_15,11601.930000
mdg,2015,15_19,1613.401000
mdg,2015,20_24,1894.420000
mdg,2015,25_29,1722.875000
mdg,2015,30_34,1376.646000
mdg,2015,35_39,1274.728000
mdg,2015,40_44,1072.751000
mdg,2015,45_49,862.846700
mdg,2015,50_54,709.234900
mdg,2015,55_59,564.564900
mdg,2015,60_64,433.806500
mdg,2015,65,468.724100
mdg,2015,total_15,11994.000000
mdg,2016,15_19,1643.735000
mdg,2016,20_24,1958.224000
mdg,2016,25_29,1797.300000
mdg,2016,30_34,1426.598000
mdg,2016,35_39,1292.661000
mdg,2016,40_44,1113.101000
mdg,2016,45_49,896.187300
mdg,2016,50_54,732.753900
mdg,2016,55_59,583.226300
mdg,2016,60_64,452.852800
mdg,2016,65,487.782700
mdg,2016,total_15,12384.420000
mdg,2017,15_19,1670.472000
mdg,2017,20_24,2023.562000
mdg,2017,25_29,1868.909000
mdg,2017,30_34,1494.034000
mdg,2017,35_39,1301.396000
mdg,2017,40_44,1156.009000
mdg,2017,45_49,931.845600
mdg,2017,50_54,757.347800
mdg,2017,55_59,603.346800
mdg,2017,60_64,470.204300
mdg,2017,65,509.223400
mdg,2017,total_15,12786.350000
mdg,2018,15_19,1694.792000
mdg,2018,20_24,2088.226000
mdg,2018,25_29,1938.821000
mdg,2018,30_34,1573.268000
mdg,2018,35_39,1308.516000
mdg,2018,40_44,1197.938000
mdg,2018,45_49,969.458500
mdg,2018,50_54,783.449500
mdg,2018,55_59,624.692400
mdg,2018,60_64,486.855100
mdg,2018,65,532.529200
mdg,2018,total_15,13198.550000
mdg,2019,15_19,1718.599000
mdg,2019,20_24,2149.051000
mdg,2019,25_29,2009.762000
mdg,2019,30_34,1654.851000
mdg,2019,35_39,1325.900000
mdg,2019,40_44,1233.592000
mdg,2019,45_49,1008.536000
mdg,2019,50_54,811.767200
mdg,2019,55_59,646.969000
mdg,2019,60_64,504.290400
mdg,2019,65,556.951800
mdg,2019,total_15,13620.270000
mdg,2020,15_19,1743.144000
mdg,2020,20_24,2204.295000
mdg,2020,25_29,2083.228000
mdg,2020,30_34,1732.742000
mdg,2020,35_39,1360.752000
mdg,2020,40_44,1260.297000
mdg,2020,45_49,1048.519000
mdg,2020,50_54,842.677500
mdg,2020,55_59,670.093000
mdg,2020,60_64,523.296300
mdg,2020,65,582.146900
mdg,2020,total_15,14051.190000
mwi,1983,15_19,523.926600
mwi,1983,20_24,504.830700
mwi,1983,25_29,428.415100
mwi,1983,30_34,367.523300
mwi,1983,35_39,328.481400
mwi,1983,40_44,247.736700
mwi,1983,45_49,205.649600
mwi,1983,50_54,163.976200
mwi,1983,55_59,126.558500
mwi,1983,60_64,95.511080
mwi,1983,65,134.278500
mwi,1984,15_19,490.182500
mwi,1984,20_24,508.397900
mwi,1984,25_29,438.254300
mwi,1984,30_34,366.181900
mwi,1984,35_39,340.742600
mwi,1984,40_44,256.089800
mwi,1984,45_49,211.645200
mwi,1984,50_54,169.788000
mwi,1984,55_59,132.183300
mwi,1984,60_64,97.564070
mwi,1984,65,139.812300
mwi,1985,15_19,449.278500
mwi,1985,20_24,510.919100
mwi,1985,25_29,450.008500
mwi,1985,30_34,371.070000
mwi,1985,35_39,350.716200
mwi,1985,40_44,268.672200
mwi,1985,45_49,219.490500
mwi,1985,50_54,177.138500
mwi,1985,55_59,138.969900
mwi,1985,60_64,101.396300
mwi,1985,65,146.020500
mwi,1986,15_19,400.726000
mwi,1986,20_24,518.229400
mwi,1986,25_29,476.650600
mwi,1986,30_34,390.595200
mwi,1986,35_39,361.973500
mwi,1986,40_44,285.254300
mwi,1986,45_49,227.349800
mwi,1986,50_54,184.513300
mwi,1986,55_59,146.116100
mwi,1986,60_64,106.790900
mwi,1986,65,156.782200
mwi,1987,15_19,348.252300
mwi,1987,20_24,516.485800
mwi,1987,25_29,503.619500
mwi,1987,30_34,418.549600
mwi,1987,35_39,372.904800
mwi,1987,40_44,307.730000
mwi,1987,45_49,237.157700
mwi,1987,50_54,193.412300
mwi,1987,55_59,154.467300
mwi,1987,60_64,113.738100
mwi,1987,65,169.193100
mwi,1988,15_19,362.255900
mwi,1988,20_24,545.412100
mwi,1988,25_29,547.803100
mwi,1988,30_34,458.111100
mwi,1988,35_39,389.420000
mwi,1988,40_44,334.751300
mwi,1988,45_49,249.903600
mwi,1988,50_54,202.884100
mwi,1988,55_59,162.853900
mwi,1988,60_64,121.271200
mwi,1988,65,182.516600
mwi,1989,15_19,375.738000
mwi,1989,20_24,568.207800
mwi,1989,25_29,587.178700
mwi,1989,30_34,498.519600
mwi,1989,35_39,407.576100
mwi,1989,40_44,359.137000
mwi,1989,45_49,263.862200
mwi,1989,50_54,211.453900
mwi,1989,55_59,170.294700
mwi,1989,60_64,128.211200
mwi,1989,65,195.702800
mwi,1990,15_19,387.789900
mwi,1990,20_24,584.527900
mwi,1990,25_29,617.143100
mwi,1990,30_34,535.078200
mwi,1990,35_39,428.259700
mwi,1990,40_44,377.547300
mwi,1990,45_49,278.665200
mwi,1990,50_54,218.514700
mwi,1990,55_59,176.011200
mwi,1990,60_64,133.847400
mwi,1990,65,207.948200
mwi,1990,total_15,3945.333000
mwi,1991,15_19,398.880900
mwi,1991,20_24,594.214500
mwi,1991,25_29,619.519300
mwi,1991,30_34,543.066500
mwi,1991,35_39,434.291600
mwi,1991,40_44,383.166600
mwi,1991,45_49,292.756700
mwi,1991,50_54,225.634000
mwi,1991,55_59,181.917100
mwi,1991,60_64,139.555800
mwi,1991,65,220.877200
mwi,1991,total_15,4033.880000
mwi,1992,15_19,407.659600
mwi,1992,20_24,601.665500
mwi,1992,25_29,615.854900
mwi,1992,30_34,544.875500
mwi,1992,35_39,437.851300
mwi,1992,40_44,379.322100
mwi,1992,45_49,305.831500
mwi,1992,50_54,230.155500
mwi,1992,55_59,186.018200
mwi,1992,60_64,144.049800
mwi,1992,65,232.053500
mwi,1992,total_15,4085.337000
mwi,1993,15_19,413.699600
mwi,1993,20_24,609.937000
mwi,1993,25_29,611.433500
mwi,1993,30_34,543.349100
mwi,1993,35_39,439.953600
mwi,1993,40_44,370.292900
mwi,1993,45_49,316.996200
mwi,1993,50_54,233.748600
mwi,1993,55_59,189.203000
mwi,1993,60_64,147.890200
mwi,1993,65,242.425100
mwi,1993,total_15,4118.929000
mwi,1994,15_19,416.511200
mwi,1994,20_24,622.908100
mwi,1994,25_29,612.308300
mwi,1994,30_34,542.088700
mwi,1994,35_39,441.753400
mwi,1994,40_44,362.127700
mwi,1994,45_49,324.963600
mwi,1994,50_54,238.841500
mwi,1994,55_59,192.673700
mwi,1994,60_64,151.886700
mwi,1994,65,253.480600
mwi,1994,total_15,4159.544000
mwi,1995,15_19,416.015300
mwi,1995,20_24,642.492900
mwi,1995,25_29,621.879300
mwi,1995,30_34,543.893600
mwi,1995,35_39,444.444200
mwi,1995,40_44,358.311800
mwi,1995,45_49,329.232100
mwi,1995,50_54,246.820400
mwi,1995,55_59,197.233000
mwi,1995,60_64,156.618400
mwi,1995,65,266.376500
mwi,1995,total_15,4223.317000
mwi,1996,15_19,413.333700
mwi,1996,20_24,659.806900
mwi,1996,25_29,629.207900
mwi,1996,30_34,546.752700
mwi,1996,35_39,452.176900
mwi,1996,40_44,361.635600
mwi,1996,45_49,330.743800
mwi,1996,50_54,256.516500
mwi,1996,55_59,200.328700
mwi,1996,60_64,158.800100
mwi,1996,65,272.833600
mwi,1996,total_15,4282.136000
mwi,1997,15_19,410.351700
mwi,1997,20_24,686.665300
mwi,1997,25_29,643.367400
mwi,1997,30_34,551.756800
mwi,1997,35_39,462.108300
mwi,1997,40_44,370.013500
mwi,1997,45_49,330.022900
mwi,1997,50_54,270.198900
mwi,1997,55_59,204.836900
mwi,1997,60_64,162.396300
mwi,1997,65,280.837800
mwi,1997,total_15,4372.556000
mwi,1998,15_19,407.868300
mwi,1998,20_24,718.480500
mwi,1998,25_29,663.725900
mwi,1998,30_34,558.741100
mwi,1998,35_39,472.674100
mwi,1998,40_44,381.398400
mwi,1998,45_49,328.303300
mwi,1998,50_54,285.253200
mwi,1998,55_59,210.861600
mwi,1998,60_64,167.025800
mwi,1998,65,289.767600
mwi,1998,total_15,4484.100000
mwi,1999,15_19,460.660300
mwi,1999,20_24,754.269400
mwi,1999,25_29,690.697100
mwi,1999,30_34,566.904900
mwi,1999,35_39,481.476800
mwi,1999,40_44,392.049400
mwi,1999,45_49,326.923600
mwi,1999,50_54,295.866700
mwi,1999,55_59,217.264600
mwi,1999,60_64,170.800000
mwi,1999,65,292.117100
mwi,1999,total_15,4649.030000
mwi,2000,15_19,521.579200
mwi,2000,20_24,783.482500
mwi,2000,25_29,722.336900
mwi,2000,30_34,577.652000
mwi,2000,35_39,488.076800
mwi,2000,40_44,400.784800
mwi,2000,45_49,328.088100
mwi,2000,50_54,301.376000
mwi,2000,55_59,225.211200
mwi,2000,60_64,174.636300
mwi,2000,65,293.196700
mwi,2000,total_15,4816.421000
mwi,2001,15_19,589.264900
mwi,2001,20_24,802.705500
mwi,2001,25_29,755.280500
mwi,2001,30_34,589.488600
mwi,2001,35_39,492.938100
mwi,2001,40_44,408.854600
mwi,2001,45_49,332.100400
mwi,2001,50_54,302.564800
mwi,2001,55_59,234.137500
mwi,2001,60_64,177.572600
mwi,2001,65,295.309600
mwi,2001,total_15,4980.217000
mwi,2002,15_19,665.842000
mwi,2002,20_24,815.131300
mwi,2002,25_29,794.590500
mwi,2002,30_34,603.610500
mwi,2002,35_39,496.002600
mwi,2002,40_44,415.634600
mwi,2002,45_49,338.264200
mwi,2002,50_54,299.292900
mwi,2002,55_59,244.833500
mwi,2002,60_64,180.405700
mwi,2002,65,296.141000
mwi,2002,total_15,5149.749000
mwi,2003,15_19,750.390600
mwi,2003,20_24,825.205600
mwi,2003,25_29,836.801600
mwi,2003,30_34,621.187600
mwi,2003,35_39,498.850200
mwi,2003,40_44,420.942100
mwi,2003,45_49,345.566300
mwi,2003,50_54,293.691200
mwi,2003,55_59,255.397900
mwi,2003,60_64,183.748300
mwi,2003,65,295.825900
mwi,2003,total_15,5327.607000
mwi,2004,15_19,840.533000
mwi,2004,20_24,840.276500
mwi,2004,25_29,875.951900
mwi,2004,30_34,643.819000
mwi,2004,35_39,503.754500
mwi,2004,40_44,424.707600
mwi,2004,45_49,352.410200
mwi,2004,50_54,288.885100
mwi,2004,55_59,263.155500
mwi,2004,60_64,188.521900
mwi,2004,65,294.488000
mwi,2004,total_15,5516.503000
mwi,2005,15_19,933.880900
mwi,2005,20_24,864.880700
mwi,2005,25_29,908.283000
