country,year,age_group,mlf
hkg,1983,40_44,127.352200
hkg,1983,45_49,142.268600
hkg,1983,50_54,128.599000
hkg,1983,55_59,98.736470
hkg,1983,60_64,58.176810
hkg,1983,65,46.240660
hkg,1984,15_19,101.240900
hkg,1984,20_24,282.146700
hkg,1984,25_29,310.718100
hkg,1984,30_34,245.695300
hkg,1984,35_39,194.428400
hkg,1984,40_44,126.124000
hkg,1984,45_49,143.766500
hkg,1984,50_54,131.293400
hkg,1984,55_59,105.746100
hkg,1984,60_64,60.076610
hkg,1984,65,46.635490
hkg,1985,15_19,83.178660
hkg,1985,20_24,264.071700
hkg,1985,25_29,309.492900
hkg,1985,30_34,254.293300
hkg,1985,35_39,210.411400
hkg,1985,40_44,129.952600
hkg,1985,45_49,141.279200
hkg,1985,50_54,131.448600
hkg,1985,55_59,106.156600
hkg,1985,60_64,59.027100
hkg,1985,65,46.890810
hkg,1986,15_19,79.622550
hkg,1986,20_24,255.541400
hkg,1986,25_29,312.957200
hkg,1986,30_34,265.340200
hkg,1986,35_39,221.232100
hkg,1986,40_44,138.576000
hkg,1986,45_49,136.532300
hkg,1986,50_54,133.338500
hkg,1986,55_59,108.866600
hkg,1986,60_64,59.949330
hkg,1986,65,45.917000
hkg,1987,15_19,74.174940
hkg,1987,20_24,246.844400
hkg,1987,25_29,314.809000
hkg,1987,30_34,279.034500
hkg,1987,35_39,229.759200
hkg,1987,40_44,154.820600
hkg,1987,45_49,130.116400
hkg,1987,50_54,134.372500
hkg,1987,55_59,108.608500
hkg,1987,60_64,63.793120
hkg,1987,65,45.736460
hkg,1988,15_19,74.325930
hkg,1988,20_24,233.457900
hkg,1988,25_29,314.876900
hkg,1988,30_34,293.460400
hkg,1988,35_39,235.834600
hkg,1988,40_44,172.915800
hkg,1988,45_49,124.123700
hkg,1988,50_54,135.301000
hkg,1988,55_59,110.022100
hkg,1988,60_64,63.912410
hkg,1988,65,48.109260
hkg,1989,15_19,71.296280
hkg,1989,20_24,221.229700
hkg,1989,25_29,311.513000
hkg,1989,30_34,304.162000
hkg,1989,35_39,243.501700
hkg,1989,40_44,191.276900
hkg,1989,45_49,122.526500
hkg,1989,50_54,133.550000
hkg,1989,55_59,111.935000
hkg,1989,60_64,66.778370
hkg,1989,65,47.218300
hkg,1990,15_19,67.932300
hkg,1990,20_24,212.530000
hkg,1990,25_29,306.713800
hkg,1990,30_34,311.936600
hkg,1990,35_39,252.635600
hkg,1990,40_44,204.516000
hkg,1990,45_49,126.064200
hkg,1990,50_54,129.547000
hkg,1990,55_59,112.995000
hkg,1990,60_64,65.618000
hkg,1990,65,46.693850
hkg,1990,total_15,1837.182000
hkg,1991,15_19,66.467640
hkg,1991,20_24,203.525600
hkg,1991,25_29,294.475300
hkg,1991,30_34,317.688400
hkg,1991,35_39,265.115100
hkg,1991,40_44,217.416800
hkg,1991,45_49,136.649100
hkg,1991,50_54,125.544600
hkg,1991,55_59,114.300400
hkg,1991,60_64,67.190870
hkg,1991,65,47.509490
hkg,1991,total_15,1855.883000
hkg,1992,15_19,63.440490
hkg,1992,20_24,193.784200
hkg,1992,25_29,282.040600
hkg,1992,30_34,319.321100
hkg,1992,35_39,278.408000
hkg,1992,40_44,226.349100
hkg,1992,45_49,151.963500
hkg,1992,50_54,121.298900
hkg,1992,55_59,112.649200
hkg,1992,60_64,68.687900
hkg,1992,65,42.928890
hkg,1992,total_15,1860.872000
hkg,1993,15_19,61.433280
hkg,1993,20_24,187.321500
hkg,1993,25_29,266.645900
hkg,1993,30_34,316.414900
hkg,1993,35_39,290.986700
hkg,1993,40_44,234.582700
hkg,1993,45_49,171.435700
hkg,1993,50_54,117.201000
hkg,1993,55_59,113.565500
hkg,1993,60_64,66.425770
hkg,1993,65,40.868180
hkg,1993,total_15,1866.881000
hkg,1994,15_19,52.211220
hkg,1994,20_24,182.401300
hkg,1994,25_29,254.889300
hkg,1994,30_34,312.397400
hkg,1994,35_39,303.170300
hkg,1994,40_44,243.181100
hkg,1994,45_49,190.140700
hkg,1994,50_54,117.094800
hkg,1994,55_59,108.703100
hkg,1994,60_64,66.070480
hkg,1994,65,38.728690
hkg,1994,total_15,1868.988000
hkg,1995,15_19,49.381230
hkg,1995,20_24,177.804800
hkg,1995,25_29,243.263200
hkg,1995,30_34,307.517000
hkg,1995,35_39,312.962300
hkg,1995,40_44,252.880600
hkg,1995,45_49,206.126000
hkg,1995,50_54,123.035900
hkg,1995,55_59,108.093700
hkg,1995,60_64,67.025920
hkg,1995,65,39.684770
hkg,1995,total_15,1887.775000
hkg,1996,15_19,48.705090
hkg,1996,20_24,175.846300
hkg,1996,25_29,237.209500
hkg,1996,30_34,298.729800
hkg,1996,35_39,315.679600
hkg,1996,40_44,264.622900
hkg,1996,45_49,216.391700
hkg,1996,50_54,132.951300
hkg,1996,55_59,104.205800
hkg,1996,60_64,66.677380
hkg,1996,65,37.217210
hkg,1996,total_15,1898.237000
hkg,1997,15_19,47.769290
hkg,1997,20_24,174.963400
hkg,1997,25_29,233.995500
hkg,1997,30_34,288.223800
hkg,1997,35_39,319.393000
hkg,1997,40_44,279.043200
hkg,1997,45_49,226.196600
hkg,1997,50_54,149.932100
hkg,1997,55_59,102.497700
hkg,1997,60_64,65.420840
hkg,1997,65,34.482430
hkg,1997,total_15,1921.918000
hkg,1998,15_19,46.037850
hkg,1998,20_24,175.691800
hkg,1998,25_29,233.469400
hkg,1998,30_34,278.431800
hkg,1998,35_39,320.489400
hkg,1998,40_44,294.519700
hkg,1998,45_49,235.560200
hkg,1998,50_54,165.461400
hkg,1998,55_59,102.570500
hkg,1998,60_64,64.064000
hkg,1998,65,34.398230
hkg,1998,total_15,1950.694000
hkg,1999,15_19,44.460550
hkg,1999,20_24,174.356700
hkg,1999,25_29,231.812400
hkg,1999,30_34,267.868100
hkg,1999,35_39,318.197500
hkg,1999,40_44,305.376300
hkg,1999,45_49,245.301900
hkg,1999,50_54,181.102800
hkg,1999,55_59,105.548800
hkg,1999,60_64,62.047410
hkg,1999,65,35.638390
hkg,1999,total_15,1971.711000
hkg,2000,15_19,42.589480
hkg,2000,20_24,172.673300
hkg,2000,25_29,228.942000
hkg,2000,30_34,258.127300
hkg,2000,35_39,311.956100
hkg,2000,40_44,311.212300
hkg,2000,45_49,255.370800
hkg,2000,50_54,193.402400
hkg,2000,55_59,111.522500
hkg,2000,60_64,59.673600
hkg,2000,65,36.611340
hkg,2000,total_15,1982.081000
hkg,2001,15_19,40.082910
hkg,2001,20_24,164.995300
hkg,2001,25_29,227.335300
hkg,2001,30_34,249.415700
hkg,2001,35_39,303.578000
hkg,2001,40_44,317.316100
hkg,2001,45_49,265.770800
hkg,2001,50_54,201.430200
hkg,2001,55_59,116.974200
hkg,2001,60_64,61.447150
hkg,2001,65,35.733090
hkg,2001,total_15,1984.079000
hkg,2002,15_19,41.619420
hkg,2002,20_24,162.288300
hkg,2002,25_29,222.976200
hkg,2002,30_34,243.276200
hkg,2002,35_39,291.350300
hkg,2002,40_44,318.502100
hkg,2002,45_49,274.641500
hkg,2002,50_54,208.372500
hkg,2002,55_59,121.810400
hkg,2002,60_64,60.008370
hkg,2002,65,35.264540
hkg,2002,total_15,1980.110000
hkg,2003,15_19,39.461280
hkg,2003,20_24,164.021800
hkg,2003,25_29,218.490000
hkg,2003,30_34,238.206400
hkg,2003,35_39,275.148300
hkg,2003,40_44,317.060100
hkg,2003,45_49,284.911000
hkg,2003,50_54,214.448700
hkg,2003,55_59,132.352600
hkg,2003,60_64,54.600000
hkg,2003,65,35.702010
hkg,2003,total_15,1974.402000
hkg,2004,15_19,37.423680
hkg,2004,20_24,161.873200
hkg,2004,25_29,214.251300
hkg,2004,30_34,236.436500
hkg,2004,35_39,260.876000
hkg,2004,40_44,314.770400
hkg,2004,45_49,294.691500
hkg,2004,50_54,219.675000
hkg,2004,55_59,140.842100
hkg,2004,60_64,53.928400
hkg,2004,65,36.415780
hkg,2004,total_15,1971.184000
hkg,2005,15_19,34.571560
hkg,2005,20_24,157.348700
hkg,2005,25_29,210.358900
hkg,2005,30_34,234.547000
hkg,2005,35_39,247.623800
hkg,2005,40_44,306.301800
hkg,2005,45_49,301.935100
hkg,2005,50_54,227.751900
hkg,2005,55_59,150.480800
hkg,2005,60_64,56.090050
hkg,2005,65,37.457040
hkg,2005,total_15,1964.467000
hkg,2006,15_19,31.547370
hkg,2006,20_24,156.741800
hkg,2006,25_29,211.295700
hkg,2006,30_34,230.016400
hkg,2006,35_39,239.901300
hkg,2006,40_44,294.734400
hkg,2006,45_49,305.137600
hkg,2006,50_54,237.963300
hkg,2006,55_59,158.958700
hkg,2006,60_64,61.470190
hkg,2006,65,39.928710
hkg,2006,total_15,1967.695000
hkg,2007,15_19,33.114710
hkg,2007,20_24,153.032900
hkg,2007,25_29,212.984300
hkg,2007,30_34,226.110000
hkg,2007,35_39,236.728500
hkg,2007,40_44,281.809400
hkg,2007,45_49,308.109000
hkg,2007,50_54,247.599000
hkg,2007,55_59,167.111900
hkg,2007,60_64,70.673710
hkg,2007,65,38.060560
hkg,2007,total_15,1975.334000
hkg,2008,15_19,29.722970
hkg,2008,20_24,148.272000
hkg,2008,25_29,215.222700
hkg,2008,30_34,221.732500
hkg,2008,35_39,234.189800
hkg,2008,40_44,265.909900
hkg,2008,45_49,306.309900
hkg,2008,50_54,262.365300
hkg,2008,55_59,174.451300
hkg,2008,60_64,77.718710
hkg,2008,65,36.311800
hkg,2008,total_15,1972.207000
hkg,2009,15_19,29.563510
hkg,2009,20_24,145.838900
hkg,2009,25_29,220.021500
hkg,2009,30_34,220.323200
hkg,2009,35_39,232.782400
hkg,2009,40_44,253.074200
hkg,2009,45_49,303.333600
hkg,2009,50_54,274.199900
hkg,2009,55_59,182.928300
hkg,2009,60_64,88.472100
hkg,2009,65,38.002460
hkg,2009,total_15,1988.540000
hkg,2010,15_19,24.694920
hkg,2010,20_24,139.408300
hkg,2010,25_29,221.258500
hkg,2010,30_34,221.322800
hkg,2010,35_39,232.185100
hkg,2010,40_44,243.481000
hkg,2010,45_49,297.436500
hkg,2010,50_54,282.454600
hkg,2010,55_59,192.317400
hkg,2010,60_64,94.139800
hkg,2010,65,42.208610
hkg,2010,total_15,1990.907000
hkg,2011,15_19,24.454420
hkg,2011,20_24,142.632500
hkg,2011,25_29,224.711200
hkg,2011,30_34,224.823900
hkg,2011,35_39,231.712100
hkg,2011,40_44,237.448800
hkg,2011,45_49,288.322200
hkg,2011,50_54,287.525500
hkg,2011,55_59,202.003900
hkg,2011,60_64,101.012000
hkg,2011,65,44.754120
hkg,2011,total_15,2009.400000
hkg,2012,15_19,23.864840
hkg,2012,20_24,147.139600
hkg,2012,25_29,227.158300
hkg,2012,30_34,230.718300
hkg,2012,35_39,231.662700
hkg,2012,40_44,235.730200
hkg,2012,45_49,276.584500
hkg,2012,50_54,291.200700
hkg,2012,55_59,213.338700
hkg,2012,60_64,107.084300
hkg,2012,65,47.849650
hkg,2012,total_15,2032.332000
hkg,2013,15_19,22.946870
hkg,2013,20_24,151.628700
hkg,2013,25_29,229.135700
hkg,2013,30_34,237.971300
hkg,2013,35_39,232.305200
hkg,2013,40_44,236.910900
hkg,2013,45_49,263.717800
hkg,2013,50_54,292.749800
hkg,2013,55_59,225.198700
hkg,2013,60_64,112.818100
hkg,2013,65,51.391540
hkg,2013,total_15,2056.775000
hkg,2014,15_19,21.765860
hkg,2014,20_24,154.250600
hkg,2014,25_29,231.914400
hkg,2014,30_34,244.940400
hkg,2014,35_39,234.294400
hkg,2014,40_44,238.730000
hkg,2014,45_49,252.300300
hkg,2014,50_54,291.319600
hkg,2014,55_59,235.867200
hkg,2014,60_64,119.099000
hkg,2014,65,55.205200
hkg,2014,total_15,2079.687000
hkg,2015,15_19,20.399650
hkg,2015,20_24,153.969100
hkg,2015,25_29,236.215900
hkg,2015,30_34,250.530200
hkg,2015,35_39,238.048200
hkg,2015,40_44,239.928100
hkg,2015,45_49,244.111100
hkg,2015,50_54,286.630200
hkg,2015,55_59,244.255900
hkg,2015,60_64,126.456600
hkg,2015,65,59.205030
hkg,2015,total_15,2099.750000
hkg,2016,15_19,19.024660
hkg,2016,20_24,152.477500
hkg,2016,25_29,242.784500
hkg,2016,30_34,253.916600
hkg,2016,35_39,242.411700
hkg,2016,40_44,240.623900
hkg,2016,45_49,239.117200
hkg,2016,50_54,278.880600
hkg,2016,55_59,250.508000
hkg,2016,60_64,134.496100
hkg,2016,65,63.366570
hkg,2016,total_15,2117.607000
hkg,2017,15_19,17.435500
hkg,2017,20_24,148.601400
hkg,2017,25_29,251.143200
hkg,2017,30_34,255.842800
hkg,2017,35_39,248.417200
hkg,2017,40_44,240.924000
hkg,2017,45_49,237.621500
hkg,2017,50_54,267.830600
hkg,2017,55_59,254.945300
hkg,2017,60_64,143.402600
hkg,2017,65,67.718470
hkg,2017,total_15,2133.883000
hkg,2018,15_19,15.830360
hkg,2018,20_24,142.585700
hkg,2018,25_29,259.484300
hkg,2018,30_34,257.344900
hkg,2018,35_39,255.284200
hkg,2018,40_44,241.342400
hkg,2018,45_49,238.543000
hkg,2018,50_54,255.320600
hkg,2018,55_59,257.197800
hkg,2018,60_64,152.547500
hkg,2018,65,72.342700
hkg,2018,total_15,2147.823000
hkg,2019,15_19,14.495250
hkg,2019,20_24,135.007500
hkg,2019,25_29,265.187300
hkg,2019,30_34,260.105400
hkg,2019,35_39,261.785000
hkg,2019,40_44,242.895900
hkg,2019,45_49,240.011200
hkg,2019,50_54,244.223000
hkg,2019,55_59,256.848200
hkg,2019,60_64,160.979500
hkg,2019,65,77.374950
hkg,2019,total_15,2158.913000
hkg,2020,15_19,13.610200
hkg,2020,20_24,126.404600
hkg,2020,25_29,266.619300
hkg,2020,30_34,264.900100
hkg,2020,35_39,267.186100
hkg,2020,40_44,246.221000
hkg,2020,45_49,240.899700
hkg,2020,50_54,236.347900
hkg,2020,55_59,253.771900
hkg,2020,60_64,168.059400
hkg,2020,65,82.887340
hkg,2020,total_15,2166.908000
hun,1980,15_19,150.926700
hun,1980,20_24,368.012600
hun,1980,25_29,448.129800
hun,1980,30_34,383.640900
hun,1980,35_39,348.715700
hun,1980,40_44,302.855000
hun,1980,45_49,303.165200
hun,1980,50_54,283.879000
hun,1980,55_59,223.785300
hun,1980,60_64,23.600680
hun,1980,65,23.163720
hun,1981,15_19,145.966900
hun,1981,20_24,348.287800
hun,1981,25_29,442.654000
hun,1981,30_34,393.539300
hun,1981,35_39,352.047500
hun,1981,40_44,303.518300
hun,1981,45_49,295.487000
hun,1981,50_54,277.116600
hun,1981,55_59,225.210100
hun,1981,60_64,22.036230
hun,1981,65,20.953100
hun,1982,15_19,143.932800
hun,1982,20_24,328.343200
hun,1982,25_29,430.705900
hun,1982,30_34,406.795800
hun,1982,35_39,353.646900
hun,1982,40_44,307.792800
hun,1982,45_49,287.699400
hun,1982,50_54,271.452500
hun,1982,55_59,221.092300
hun,1982,60_64,21.828720
hun,1982,65,18.699630
hun,1983,15_19,143.838900
hun,1983,20_24,309.815600
hun,1983,25_29,413.924400
hun,1983,30_34,420.124000
hun,1983,35_39,354.923400
hun,1983,40_44,314.188800
hun,1983,45_49,280.720500
hun,1983,50_54,266.406800
hun,1983,55_59,213.599500
hun,1983,60_64,21.906780
hun,1983,65,16.573870
hun,1984,15_19,144.190700
hun,1984,20_24,294.874000
hun,1984,25_29,394.770500
hun,1984,30_34,428.419000
hun,1984,35_39,358.022200
hun,1984,40_44,320.250300
hun,1984,45_49,275.829300
hun,1984,50_54,260.982500
hun,1984,55_59,205.630600
hun,1984,60_64,21.346390
hun,1984,65,14.728720
hun,1985,15_19,144.121100
hun,1985,20_24,284.941200
hun,1985,25_29,375.093300
hun,1985,30_34,428.810400
hun,1985,35_39,363.996500
hun,1985,40_44,324.568900
hun,1985,45_49,273.792100
hun,1985,50_54,254.774100
hun,1985,55_59,198.739700
hun,1985,60_64,19.949390
hun,1985,65,13.201600
hun,1986,15_19,144.175800
hun,1986,20_24,281.041600
hun,1986,25_29,355.852400
hun,1986,30_34,423.309200
hun,1986,35_39,372.915900
hun,1986,40_44,327.559100
hun,1986,45_49,274.364300
hun,1986,50_54,247.718700
hun,1986,55_59,191.864000
hun,1986,60_64,18.045520
hun,1986,65,12.221650
hun,1987,15_19,143.541400
hun,1987,20_24,281.866100
hun,1987,25_29,335.086100
hun,1987,30_34,410.390000
hun,1987,35_39,383.694000
hun,1987,40_44,327.974700
hun,1987,45_49,277.386300
hun,1987,50_54,239.816300
hun,1987,55_59,185.222100
hun,1987,60_64,15.886290
hun,1987,65,11.356490
hun,1988,15_19,142.557500
hun,1988,20_24,286.147200
hun,1988,25_29,315.331300
hun,1988,30_34,392.442500
hun,1988,35_39,393.851800
hun,1988,40_44,327.714300
hun,1988,45_49,281.950400
hun,1988,50_54,232.365300
hun,1988,55_59,178.840200
hun,1988,60_64,13.760460
hun,1988,65,10.559610
hun,1989,15_19,141.741700
hun,1989,20_24,291.861700
hun,1989,25_29,299.888300
hun,1989,30_34,372.956000
hun,1989,35_39,399.880600
hun,1989,40_44,329.717500
hun,1989,45_49,286.687700
hun,1989,50_54,227.184400
hun,1989,55_59,172.598500
hun,1989,60_64,11.903810
hun,1989,65,9.790326
hun,1990,15_19,141.193900
hun,1990,20_24,297.640300
hun,1990,25_29,290.498900
hun,1990,30_34,353.975800
hun,1990,35_39,399.730000
hun,1990,40_44,335.324900
hun,1990,45_49,290.738100
hun,1990,50_54,225.144000
hun,1990,55_59,166.431600
hun,1990,60_64,10.366960
hun,1990,65,9.034359
hun,1990,total_15,2520.079000
hun,1991,15_19,115.031600
hun,1991,20_24,297.059700
hun,1991,25_29,288.079200
hun,1991,30_34,337.409600
hun,1991,35_39,393.507900
hun,1991,40_44,342.831900
hun,1991,45_49,290.477500
hun,1991,50_54,222.754200
hun,1991,55_59,151.490700
hun,1991,60_64,21.952530
hun,1991,65,21.175750
hun,1991,total_15,2481.771000
hun,1992,15_19,92.044360
hun,1992,20_24,294.636400
hun,1992,25_29,292.148300
hun,1992,30_34,321.320300
hun,1992,35_39,382.900900
hun,1992,40_44,354.099500
hun,1992,45_49,289.364600
hun,1992,50_54,223.321000
hun,1992,55_59,137.073900
hun,1992,60_64,44.287670
hun,1992,65,48.063640
hun,1992,total_15,2479.260000
hun,1993,15_19,81.808200
hun,1993,20_24,293.751700
hun,1993,25_29,298.824500
hun,1993,30_34,300.770500
hun,1993,35_39,366.554700
hun,1993,40_44,359.144700
hun,1993,45_49,284.085300
hun,1993,50_54,217.538500
hun,1993,55_59,123.334900
hun,1993,60_64,35.168330
hun,1993,65,39.033360
hun,1993,total_15,2400.015000
hun,1994,15_19,75.113630
hun,1994,20_24,283.629700
hun,1994,25_29,309.407500
hun,1994,30_34,288.328900
hun,1994,35_39,346.018400
hun,1994,40_44,366.228200
hun,1994,45_49,283.279500
hun,1994,50_54,221.075400
hun,1994,55_59,112.421300
hun,1994,60_64,30.624360
hun,1994,65,30.677750
hun,1994,total_15,2346.805000
hun,1995,15_19,82.530830
hun,1995,20_24,297.899200
hun,1995,25_29,320.209600
hun,1995,30_34,284.699700
hun,1995,35_39,331.941900
hun,1995,40_44,365.386100
hun,1995,45_49,286.196800
hun,1995,50_54,225.118400
hun,1995,55_59,114.888400
hun,1995,60_64,29.006340
hun,1995,65,25.380020
hun,1995,total_15,2363.257000
hun,1996,15_19,73.233530
hun,1996,20_24,295.890900
hun,1996,25_29,327.170700
hun,1996,30_34,285.122800
hun,1996,35_39,317.613100
hun,1996,40_44,361.307000
hun,1996,45_49,297.209600
hun,1996,50_54,216.872400
hun,1996,55_59,118.826900
hun,1996,60_64,22.015520
hun,1996,65,20.572870
hun,1996,total_15,2335.835000
hun,1997,15_19,65.635800
hun,1997,20_24,288.407100
hun,1997,25_29,333.574100
hun,1997,30_34,283.649500
hun,1997,35_39,300.183200
hun,1997,40_44,347.275100
hun,1997,45_49,300.429300
hun,1997,50_54,223.579500
hun,1997,55_59,115.944900
hun,1997,60_64,23.472030
hun,1997,65,16.567120
hun,1997,total_15,2298.718000
hun,1998,15_19,60.249490
hun,1998,20_24,292.712500
hun,1998,25_29,330.168800
hun,1998,30_34,289.294200
hun,1998,35_39,281.024700
hun,1998,40_44,326.706100
hun,1998,45_49,306.675400
hun,1998,50_54,219.570500
hun,1998,55_59,107.896900
hun,1998,60_64,24.390650
hun,1998,65,17.399890
hun,1998,total_15,2256.089000
hun,1999,15_19,51.423520
hun,1999,20_24,292.128000
hun,1999,25_29,344.225400
hun,1999,30_34,303.648200
hun,1999,35_39,274.146900
hun,1999,40_44,318.340600
hun,1999,45_49,318.045000
hun,1999,50_54,231.295800
hun,1999,55_59,126.133200
hun,1999,60_64,24.178680
hun,1999,65,16.518480
hun,1999,total_15,2300.084000
hun,2000,15_19,39.977490
hun,2000,20_24,283.256500
hun,2000,25_29,348.703900
hun,2000,30_34,316.970500
hun,2000,35_39,270.624600
hun,2000,40_44,305.924500
hun,2000,45_49,316.840900
hun,2000,50_54,238.588300
hun,2000,55_59,145.286700
hun,2000,60_64,26.975930
hun,2000,65,17.219860
hun,2000,total_15,2310.369000
hun,2001,15_19,34.268980
hun,2001,20_24,263.860600
hun,2001,25_29,359.465300
hun,2001,30_34,327.208900
hun,2001,35_39,272.884000
hun,2001,40_44,290.765400
hun,2001,45_49,313.955000
hun,2001,50_54,240.324800
hun,2001,55_59,152.229000
hun,2001,60_64,30.903440
hun,2001,65,13.163880
hun,2001,total_15,2299.029000
hun,2002,15_19,24.842440
hun,2002,20_24,240.913900
hun,2002,25_29,363.546600
hun,2002,30_34,335.219200
hun,2002,35_39,280.567100
hun,2002,40_44,280.140200
hun,2002,45_49,310.595100
hun,2002,50_54,248.937600
hun,2002,55_59,158.037300
hun,2002,60_64,34.460220
hun,2002,65,13.916960
hun,2002,total_15,2291.177000
hun,2003,15_19,22.781540
hun,2003,20_24,223.391000
hun,2003,25_29,368.344800
hun,2003,30_34,344.523500
hun,2003,35_39,293.976400
hun,2003,40_44,271.012400
hun,2003,45_49,303.776900
hun,2003,50_54,261.818700
hun,2003,55_59,164.492400
hun,2003,60_64,41.170270
hun,2003,65,16.813120
hun,2003,total_15,2312.101000
hun,2004,15_19,23.182140
hun,2004,20_24,194.583300
hun,2004,25_29,376.127000
hun,2004,30_34,349.831200
hun,2004,35_39,304.605300
hun,2004,40_44,264.857200
hun,2004,45_49,290.646300
hun,2004,50_54,269.150500
hun,2004,55_59,164.626000
hun,2004,60_64,49.780400
hun,2004,65,19.018930
hun,2004,total_15,2306.408000
hun,2005,15_19,21.096340
hun,2005,20_24,183.313800
hun,2005,25_29,374.887200
hun,2005,30_34,362.679400
hun,2005,35_39,315.333700
hun,2005,40_44,263.394600
hun,2005,45_49,281.317900
hun,2005,50_54,274.579200
hun,2005,55_59,178.791400
hun,2005,60_64,53.322880
hun,2005,65,16.569950
hun,2005,total_15,2325.286000
hun,2006,15_19,21.447470
hun,2006,20_24,177.143200
hun,2006,25_29,370.267600
hun,2006,30_34,375.202900
hun,2006,35_39,327.679600
hun,2006,40_44,267.116800
hun,2006,45_49,274.108800
hun,2006,50_54,275.089500
hun,2006,55_59,189.076000
hun,2006,60_64,49.650370
hun,2006,65,16.888810
hun,2006,total_15,2343.671000
hun,2007,15_19,18.551800
hun,2007,20_24,172.748300
hun,2007,25_29,357.525200
hun,2007,30_34,382.751300
hun,2007,35_39,335.884600
hun,2007,40_44,275.925400
hun,2007,45_49,264.337200
hun,2007,50_54,273.134700
hun,2007,55_59,196.045000
hun,2007,60_64,48.997630
hun,2007,65,19.100590
hun,2007,total_15,2345.002000
hun,2008,15_19,17.934940
hun,2008,20_24,168.254000
hun,2008,25_29,337.556700
hun,2008,30_34,393.521500
hun,2008,35_39,342.549300
hun,2008,40_44,285.870000
hun,2008,45_49,254.815100
hun,2008,50_54,266.955600
hun,2008,55_59,193.350600
hun,2008,60_64,44.058470
hun,2008,65,20.627020
hun,2008,total_15,2325.493000
hun,2009,15_19,15.072630
hun,2009,20_24,163.464800
hun,2009,25_29,316.179500
hun,2009,30_34,399.779400
hun,2009,35_39,348.615500
hun,2009,40_44,296.011400
hun,2009,45_49,247.231400
hun,2009,50_54,259.120300
hun,2009,55_59,209.235700
hun,2009,60_64,46.197960
hun,2009,65,20.907900
hun,2009,total_15,2321.817000
hun,2010,15_19,12.863950
hun,2010,20_24,163.767800
hun,2010,25_29,303.550700
hun,2010,30_34,395.992300
hun,2010,35_39,360.784800
hun,2010,40_44,305.603500
hun,2010,45_49,249.570800
hun,2010,50_54,252.348500
hun,2010,55_59,216.963200
hun,2010,60_64,47.050900
hun,2010,65,19.257000
hun,2010,total_15,2327.753000
hun,2011,15_19,12.984840
hun,2011,20_24,163.414700
hun,2011,25_29,296.627500
hun,2011,30_34,388.758400
hun,2011,35_39,369.987300
hun,2011,40_44,314.261300
hun,2011,45_49,251.279200
hun,2011,50_54,242.963500
hun,2011,55_59,216.605800
hun,2011,60_64,49.867560
hun,2011,65,19.773300
hun,2011,total_15,2326.523000
hun,2012,15_19,12.976550
hun,2012,20_24,163.185500
hun,2012,25_29,293.316900
hun,2012,30_34,375.193800
hun,2012,35_39,380.483000
hun,2012,40_44,321.853800
hun,2012,45_49,257.934400
hun,2012,50_54,233.211900
hun,2012,55_59,213.585900
hun,2012,60_64,53.241570
hun,2012,65,20.245540
hun,2012,total_15,2325.229000
hun,2013,15_19,12.886600
hun,2013,20_24,162.698500
hun,2013,25_29,292.628400
hun,2013,30_34,358.143200
hun,2013,35_39,390.023600
hun,2013,40_44,328.969500
hun,2013,45_49,267.933600
hun,2013,50_54,224.478900
hun,2013,55_59,208.612300
hun,2013,60_64,56.775740
hun,2013,65,20.707660
hun,2013,total_15,2323.858000
hun,2014,15_19,12.812330
hun,2014,20_24,161.440300
hun,2014,25_29,292.678600
hun,2014,30_34,342.292600
hun,2014,35_39,395.247600
hun,2014,40_44,336.825000
hun,2014,45_49,278.748600
hun,2014,50_54,218.789300
hun,2014,55_59,202.801300
hun,2014,60_64,59.840130
hun,2014,65,21.209380
hun,2014,total_15,2322.685000
hun,2015,15_19,12.826570
hun,2015,20_24,159.099600
hun,2015,25_29,292.211500
hun,2015,30_34,330.624400
hun,2015,35_39,394.258600
hun,2015,40_44,345.962000
hun,2015,45_49,288.794800
hun,2015,50_54,217.346900
hun,2015,55_59,196.933500
hun,2015,60_64,62.036740
hun,2015,65,21.771200
hun,2015,total_15,2321.866000
hun,2016,15_19,12.962490
hun,2016,20_24,155.661500
hun,2016,25_29,291.393900
hun,2016,30_34,322.278600
hun,2016,35_39,386.910000
hun,2016,40_44,355.216600
hun,2016,45_49,297.302500
hun,2016,50_54,219.354000
hun,2016,55_59,190.335200
hun,2016,60_64,63.221200
hun,2016,65,22.557400
hun,2016,total_15,2317.193000
hun,2017,15_19,13.206990
hun,2017,20_24,151.033900
hun,2017,25_29,290.798200
hun,2017,30_34,317.810600
hun,2017,35_39,373.333300
hun,2017,40_44,365.755300
hun,2017,45_49,304.824700
hun,2017,50_54,225.576500
hun,2017,55_59,183.357000
hun,2017,60_64,63.632910
hun,2017,65,23.388710
hun,2017,total_15,2312.718000
hun,2018,15_19,13.539110
hun,2018,20_24,145.901600
hun,2018,25_29,289.796000
hun,2018,30_34,316.159600
hun,2018,35_39,356.395900
hun,2018,40_44,375.489200
hun,2018,45_49,311.985000
hun,2018,50_54,234.633000
hun,2018,55_59,177.142000
hun,2018,60_64,63.453260
hun,2018,65,24.219030
hun,2018,total_15,2308.714000
hun,2019,15_19,13.910720
hun,2019,20_24,141.347400
hun,2019,25_29,287.491500
hun,2019,30_34,315.303700
hun,2019,35_39,340.700000
hun,2019,40_44,381.165800
hun,2019,45_49,319.911100
